SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,LeadTime,CalcSales_NoDiscount,CalcSales_WithDiscount,Calculated_Total,Delay
844,9760 Fallview Point,Feedmix,631-99-9505,593,Pontiac,Grand Prix,Indigo,1994,550152.88,55150-125,Elysha Marquez,Female,Assistant Manager,414-982-2282,emarqueznf@google.de,Milwaukee,United States,US,Wisconsin,53148 Northview Way,2019-02-03,51672-4050,2019-04-09,First Class,Truck,53215,980213.23,2,0.73,diners-club-carte-blanche,30243536450018,Bad,65,1100305.76,297082.5552,297082.56,65
847,87 Graceland Place,Flashdog,775-94-0831,1711,Ford,Freestar,Goldenrod,2005,556870.9,16729-248,Anastasia Margiotta,Female,Chief Design Engineer,205-991-6553,amargiottani@photobucket.com,Birmingham,United States,US,Alabama,5 Lakeland Junction,2018-11-16,0268-1366,2019-03-15,Standard Class,Air,35290,900087.93,2,0.46,jcb,3574761559410656,Okay,119,1113741.8,601420.572,601420.57,119
848,97154 Sauthoff Avenue,Feedbug,677-24-6266,5785,Lexus,IS,Pink,2006,554332.62,76331-807,Reena Huelin,Female,Editor,503-322-7433,rhuelinnj@mayoclinic.com,Portland,United States,US,Oregon,50206 Birchwood Park,2018-10-19,11994-127,2019-04-05,Standard Class,Truck,97286,938822.87,2,0.69,mastercard,5587936526385427,Bad,168,1108665.24,343686.22440000006,343686.22,168
849,78977 Bayside Terrace,Twimbo,670-48-9406,5300,Porsche,911,Purple,1998,741589.61,36987-3262,Estelle Gunter,Female,Business Systems Development Analyst,704-758-0797,egunternk@hatena.ne.jp,Charlotte,United States,US,North Carolina,54028 Welch Trail,2018-11-12,45802-101,2019-06-14,Second Class,Truck,28289,847331.53,1,0.57,switch,6333287391343710,Very Good,214,741589.61,318883.5323,318883.53,214
850,5 Porter Trail,Dynabox,659-81-2311,8602,Pontiac,Grand Am,Puce,1990,727181.05,48951-1066,Dena Weavers,Female,Clinical Specialist,813-866-9238,dweaversnl@businessinsider.com,Tampa,United States,US,Florida,6 3rd Avenue,2019-04-13,51386-500,2019-04-21,First Class,Air,33625,761918.61,2,0.27,laser,630422209865420344,Very Good,8,1454362.1,1061684.333,1061684.33,8
851,05 Northview Way,Skimia,243-86-1776,4469,Lexus,GX,Mauv,2008,758122.49,55910-199,Valentin Everix,Male,Community Outreach Specialist,386-190-6495,veverixnm@blog.com,Daytona Beach,United States,US,Florida,7732 Old Gate Pass,2018-11-15,42291-805,2019-02-03,First Class,Air,32123,970739.41,2,0.6,maestro,604256113294987418,Good,80,1516244.98,606497.992,606497.99,80
852,74427 Fairfield Point,Skidoo,393-49-1434,5581,Nissan,280ZX,Yellow,1979,705912.16,49643-104,Glendon Brazier,Male,Research Nurse,865-787-4975,gbraziernn@soup.io,Knoxville,United States,US,Tennessee,33624 Upham Crossing,2019-01-10,45802-245,2019-03-13,Standard Class,Truck,37924,898872.18,1,0.47,mastercard,5007664536264737,Very Bad,62,705912.16,374133.44480000006,374133.44,62
853,33347 Troy Center,Kwideo,820-54-7663,1665,Mercedes-Benz,300SE,Goldenrod,1993,661174.36,58232-0702,Andrew Siviter,Male,Food Chemist,804-297-1313,asiviterno@dmoz.org,Richmond,United States,US,Virginia,2 Bultman Lane,2019-01-31,42192-353,2019-02-23,Second Class,Air,23277,748411.79,1,0.75,americanexpress,373709148435873,Good,23,661174.36,165293.59,165293.59,23
854,2 Loeprich Place,Quimm,109-63-3941,9329,Subaru,Justy,Puce,1990,517142.83,49288-0326,Neddie Pedder,Male,Senior Editor,971-869-1575,npeddernp@nps.gov,Portland,United States,US,Oregon,04358 Pleasure Park,2018-12-18,55111-341,2019-04-08,Second Class,Air,97271,711788.52,2,0.61,mastercard,5108753320855400,Very Bad,111,1034285.66,403371.4074,403371.41,111
855,312 Leroy Alley,Wikibox,650-81-9232,1662,Mercedes-Benz,SL-Class,Crimson,2009,755485.08,65162-642,Olvan Strewthers,Male,Product Engineer,407-487-9306,ostrewthersnq@foxnews.com,Orlando,United States,US,Florida,894 Washington Parkway,2019-02-13,42507-247,2019-06-10,Second Class,Truck,32830,931842.37,1,0.37,instapayment,6382240213864207,Bad,117,755485.08,475955.6004,475955.6,117
856,2449 Butterfield Lane,Linktype,614-40-8086,9333,Buick,Century,Khaki,1992,796948.82,36987-3061,Torie Erricker,Female,Senior Cost Accountant,504-476-5027,terrickernr@mayoclinic.com,New Orleans,United States,US,Louisiana,82625 John Wall Drive,2019-02-05,43386-622,2019-03-24,First Class,Air,70174,808846.03,1,0.47,mastercard,5048371722275383,Good,47,796948.82,422382.8746,422382.87,47
858,271 Nova Way,Chatterbridge,366-41-4206,696,Audi,TT,Pink,2004,705970.97,68788-0920,Ursuline Umpleby,Female,VP Accounting,602-289-4164,uumplebynt@redcross.org,Phoenix,United States,US,Arizona,98 Briar Crest Court,2018-10-11,54458-967,2019-05-24,Same Day,Air,85020,950656.23,1,0.52,jcb,3549554302917909,Very Good,225,705970.97,338866.0656,338866.07,225
859,433 Lyons Trail,Trilia,228-26-7628,3852,Ford,F-Series Super Duty,Fuscia,2008,736754.55,41520-190,Revkah Kuschek,Female,Engineer IV,412-267-9200,rkuscheknu@cbsnews.com,Pittsburgh,United States,US,Pennsylvania,8 Delladonna Court,2018-07-07,28107-010,2019-03-11,Standard Class,Air,15225,929677.44,2,0.89,jcb,3583891845776211,Bad,247,1473509.1,162086.001,162086.0,247
860,0603 Green Avenue,Fliptune,703-40-7061,2039,Oldsmobile,Bravada,Orange,1997,536650.66,13537-113,Heath Cordingly,Female,Computer Systems Analyst I,423-165-4353,hcordinglynv@is.gd,Kingsport,United States,US,Tennessee,294 Huxley Terrace,2019-02-10,14783-434,2019-05-02,Standard Class,Air,37665,995597.63,1,0.62,diners-club-enroute,201418785456618,Very Good,81,536650.66,203927.2508,203927.25,81
861,653 Nobel Hill,Aivee,575-74-5075,3787,Audi,S5,Turquoise,2011,677518.46,10019-035,Sanderson Northbridge,Male,Physical Therapy Assistant,410-661-4453,snorthbridgenw@businessweek.com,Baltimore,United States,US,Maryland,682 7th Center,2019-05-30,54569-0355,2019-06-10,Standard Class,Air,21211,711993.48,1,0.36,diners-club-us-ca,5553266800030840,Bad,11,677518.46,433611.8144,433611.81,11
862,246 Marcy Hill,Skiptube,383-42-7807,203,Lexus,LX,Yellow,2009,743273.77,65862-697,Lannie Bilbery,Male,Structural Engineer,907-597-0285,lbilberynx@pen.io,Anchorage,United States,US,Alaska,1285 Algoma Avenue,2018-12-30,51991-793,2019-03-01,Standard Class,Air,99507,819167.64,2,0.49,jcb,3546188488368596,Very Bad,61,1486547.54,758139.2454,758139.25,61
863,5 School Street,Rhynyx,711-98-8851,9859,Mazda,Mazdaspeed 3,Purple,2008,641041.29,63517-101,Weidar Elliot,Male,Analyst Programmer,504-852-8089,welliotny@skype.com,New Orleans,United States,US,Louisiana,042 American Ash Pass,2019-01-25,0781-3136,2019-03-10,First Class,Air,70160,715755.21,1,0.38,americanexpress,337941432259421,Okay,44,641041.29,397445.5998,397445.6,44
864,0165 Holy Cross Parkway,Gabspot,849-16-1152,8023,Infiniti,G35,Goldenrod,2007,743163.71,41163-603,Gabriellia Bard,Female,Software Test Engineer IV,440-405-4797,gbardnz@house.gov,Cleveland,United States,US,Ohio,83815 Pawling Road,2018-08-24,59535-4311,2019-01-18,Same Day,Truck,44177,714782.23,1,0.61,jcb,3532234823975822,Very Bad,147,743163.71,289833.8469,289833.85,147
865,9 Dunning Circle,Buzzbean,123-20-9005,5582,Mazda,Protege,Green,1998,549101.39,49967-372,Sally Timmes,Female,Associate Professor,772-707-3854,stimmeso0@businessinsider.com,Port Saint Lucie,United States,US,Florida,8354 David Circle,2019-02-24,52686-230,2019-04-26,Second Class,Truck,34985,789487.07,2,0.84,visa-electron,4844235773900208,Very Good,61,1098202.78,175712.44480000003,175712.44,61
867,4 Pankratz Road,Pixonyx,304-51-1575,9543,Gmc,Sierra,Indigo,2010,752038.24,55648-787,Standford Longhorne,Male,Account Representative I,213-537-3658,slonghorneo2@go.com,North Hollywood,United States,US,California,406 Schmedeman Trail,2018-10-06,0869-0686,2019-01-20,First Class,Air,91616,814631.94,1,0.32,instapayment,6370531855645316,Very Bad,106,752038.24,511386.0031999999,511386.0,106
869,5 Lakewood Gardens Pass,Kazio,804-77-7032,2109,Dodge,Durango,Green,1998,772124.26,36987-2932,Wilton Sinnott,Male,Project Manager,239-738-1470,wsinnotto4@nature.com,Naples,United States,US,Florida,33066 Clyde Gallagher Drive,2018-08-31,37012-845,2019-05-11,Same Day,Truck,33963,769635.33,1,0.67,maestro,58931384373799386,Bad,253,772124.26,254801.0058,254801.01,253
870,177 Fair Oaks Way,Skibox,445-52-9552,8447,Bmw,3 Series,Red,2004,645397.71,35356-926,Timmie Pehrsson,Male,Database Administrator II,202-296-8744,tpehrssono5@wired.com,Washington,United States,US,District of Columbia,0086 Eastwood Avenue,2018-07-18,54868-6296,2019-06-01,First Class,Truck,20580,807974.4,1,0.72,diners-club-carte-blanche,30422939015103,Very Bad,318,645397.71,180711.3588,180711.36,318
871,69268 Morrow Trail,Digitube,207-36-7790,809,Chevrolet,Corvette,Khaki,1995,711905.29,65044-1791,Elnore Lampens,Female,Dental Hygienist,816-780-8665,elampenso6@youtube.com,Kansas City,United States,US,Missouri,17 Briar Crest Parkway,2018-12-12,54575-196,2019-01-04,Second Class,Truck,64199,818323.16,1,0.81,diners-club-carte-blanche,30492241633257,Very Bad,23,711905.29,135262.00509999998,135262.01,23
872,858 Iowa Street,Tagcat,146-37-9519,5019,Mercedes-Benz,SLS-Class,Pink,2011,506994.88,0591-0932,Valery Crole,Female,Senior Cost Accountant,209-717-5017,vcroleo7@shop-pro.jp,Fresno,United States,US,California,50942 Bellgrove Street,2019-02-25,10596-330,2019-04-12,First Class,Truck,93715,812303.63,1,0.71,jcb,3531960892976199,Very Good,46,506994.88,147028.51520000002,147028.52,46
873,884 Glendale Lane,Browsebug,864-23-1420,9823,Audi,A8,Indigo,2012,632674.07,68745-1057,Riannon Vaisey,Female,Environmental Specialist,951-862-0351,rvaiseyo8@nytimes.com,Riverside,United States,US,California,150 Farragut Trail,2019-02-18,0268-6640,2019-03-30,Second Class,Truck,92513,860741.36,1,0.76,diners-club-enroute,201471659082564,Very Bad,40,632674.07,151841.7768,151841.78,40
874,834 Sunnyside Trail,Rhyloo,635-23-3528,6573,Bmw,M3,Goldenrod,2002,640032.91,13537-048,Archibold Childerhouse,Male,Design Engineer,813-963-9450,achilderhouseo9@hc360.com,Tampa,United States,US,Florida,6 Birchwood Street,2018-06-21,0591-2805,2019-03-12,Same Day,Truck,33680,881609.23,1,0.37,jcb,3568695899457175,Very Bad,264,640032.91,403220.7333,403220.73,264
875,03 Farmco Parkway,Aivee,681-07-9348,742,Mercedes-Benz,E-Class,Puce,1984,654986.52,63539-5195,Lorry Chateau,Female,Nurse Practicioner,907-677-1668,lchateauoa@cocolog-nifty.com,Juneau,United States,US,Alaska,2282 Dwight Drive,2019-04-24,49288-0588,2019-05-11,Standard Class,Air,99812,724812.76,2,0.63,maestro,501862753083583615,Very Bad,17,1309973.04,484690.0248,484690.02,17
876,18 Morning Crossing,Flashdog,128-57-5591,4682,Chevrolet,Caprice,Fuscia,1977,584013.95,43857-0300,Herminia Van Daalen,Female,Desktop Support Technician,302-561-6303,hvanob@sourceforge.net,Wilmington,United States,US,Delaware,9412 Cody Place,2018-11-30,48951-2021,2019-04-01,Second Class,Air,19805,919628.58,2,0.63,americanexpress,374288005564926,Very Good,122,1168027.9,432170.323,432170.32,122
877,1332 Lighthouse Bay Place,Pixoboo,589-59-0272,8163,Suzuki,Sidekick,Mauv,1992,645381.97,0781-2195,Wallie Wingham,Female,Payment Adjustment Coordinator,202-105-6768,wwinghamoc@barnesandnoble.com,Washington,United States,US,District of Columbia,70467 Talisman Circle,2018-09-01,55154-4179,2019-01-16,Same Day,Truck,20205,843065.66,2,0.66,switch,675978774658081150,Very Bad,137,1290763.94,438859.7395999999,438859.74,137
879,2128 Spenser Avenue,Teklist,366-89-4882,9981,Rolls-Royce,Phantom,Crimson,2011,516274.45,62670-4458,Randy Gummory,Male,Social Worker,303-844-0035,rgummoryoe@altervista.org,Denver,United States,US,Colorado,344 Badeau Court,2018-07-09,50436-5891,2019-01-18,Same Day,Truck,80228,930903.65,1,0.48,jcb,3534179876973539,Very Good,193,516274.45,268462.71400000004,268462.71,193
881,82311 Union Way,Tanoodle,479-33-7555,8663,Mitsubishi,Lancer,Goldenrod,2004,692269.3,43063-260,Zea Chevalier,Female,Accountant I,571-235-5048,zchevalierog@usda.gov,Arlington,United States,US,Virginia,37607 Kenwood Point,2018-11-17,68084-860,2019-03-21,Second Class,Truck,22217,701486.88,2,0.84,jcb,3574273950123631,Bad,124,1384538.6,221526.1760000001,221526.18,124
882,53 Nancy Terrace,Oloo,887-81-9493,9064,Dodge,Ram 3500,Blue,1995,664712.23,65954-382,Brenda Bernardeau,Female,Civil Engineer,505-760-4300,bbernardeauoh@360.cn,Albuquerque,United States,US,New Mexico,506 Kinsman Junction,2018-10-02,16714-357,2019-05-18,Second Class,Air,87201,710104.66,2,0.61,instapayment,6385451617523532,Bad,228,1329424.46,518475.5394,518475.54,228
883,024 Graceland Trail,Buzzbean,893-55-3731,3999,Toyota,Camry,Indigo,2000,570367.33,24385-594,Gawen McQuie,Male,Recruiting Manager,405-317-9391,gmcquieoi@forbes.com,Oklahoma City,United States,US,Oklahoma,74 Florence Road,2018-11-17,54868-6010,2019-02-09,First Class,Truck,73135,915297.96,1,0.36,bankcard,5602221013497865,Okay,84,570367.33,365035.0912,365035.09,84
884,5 Carioca Street,Quatz,520-60-5977,8271,Mitsubishi,Mighty Max Macro,Turquoise,1992,746135.61,0280-1146,Rockey Basilotta,Male,Teacher,513-694-2112,rbasilottaoj@ucoz.com,Cincinnati,United States,US,Ohio,738 Sauthoff Junction,2018-10-05,0536-2220,2019-01-15,Second Class,Truck,45228,702060.66,2,0.68,jcb,3551157117076286,Very Bad,102,1492271.22,477526.7904,477526.79,102
885,4 Sullivan Avenue,Yakitri,676-50-2207,5501,Audi,A4,Green,1997,694021.87,50519-773,La verne Vaszoly,Female,Junior Executive,719-850-9904,lverneok@bigcartel.com,Colorado Springs,United States,US,Colorado,33 Dahle Trail,2019-03-11,54162-017,2019-03-18,Standard Class,Air,80995,821077.73,1,0.84,jcb,3534183500180255,Bad,7,694021.87,111043.49920000002,111043.5,7
886,32 Pleasure Road,Topdrive,736-16-2216,4341,Jeep,Compass,Red,2008,775457.82,49873-608,Barron Emburey,Male,Executive Secretary,661-739-2832,bembureyol@slate.com,Bakersfield,United States,US,California,384 Susan Junction,2018-07-28,13537-422,2019-01-07,Standard Class,Air,93305,978328.37,2,0.76,jcb,3543508178844189,Good,163,1550915.64,372219.7536,372219.75,163
887,06 Monterey Park,Photofeed,806-33-9152,7109,Lexus,RX,Teal,2001,604800.87,11716-0103,Lynett Pentony,Female,Analyst Programmer,603-875-0039,lpentonyom@webmd.com,Portsmouth,United States,US,New Hampshire,63 Arrowood Alley,2018-10-30,63539-012,2019-03-01,Same Day,Air,214,938938.2,2,0.35,china-unionpay,5602256205952079,Very Bad,122,1209601.74,786241.131,786241.13,122
889,8 Waxwing Road,Dablist,716-73-1584,9761,Jeep,Wrangler,Blue,2008,606415.76,62756-552,Alford Mainds,Male,Account Representative I,212-751-9768,amaindsoo@wiley.com,New York City,United States,US,New York,0 Mitchell Parkway,2018-11-21,49781-121,2019-03-10,Same Day,Air,10009,806288.94,1,0.6,laser,670610710836009809,Good,109,606415.76,242566.304,242566.3,109
890,28 Packers Circle,Cogibox,163-82-3073,1839,Mazda,Protege,Crimson,1997,602954.03,0409-7139,Guss Yetman,Male,Data Coordiator,937-288-5806,gyetmanop@flavors.me,Springfield,United States,US,Ohio,7 Pearson Parkway,2019-04-04,0002-7502,2019-06-03,Standard Class,Truck,45505,808468.26,1,0.88,jcb,3582172703492105,Very Bad,60,602954.03,72354.4836,72354.48,60
891,75 Summer Ridge Drive,Wikizz,603-93-3331,8171,Jeep,Grand Cherokee,Fuscia,2002,563434.73,10586-9102,Giordano Pott,Male,Account Coordinator,863-576-6133,gpottoq@umn.edu,Lakeland,United States,US,Florida,59970 Old Shore Parkway,2018-08-19,55154-5472,2019-02-26,First Class,Truck,33811,995578.37,2,0.27,china-unionpay,5602242445209149130,Good,191,1126869.46,822614.7058,822614.71,191
892,88 Bonner Park,Trudoo,706-95-4792,5295,Oldsmobile,Cutlass Supreme,Maroon,1994,632665.68,0085-1132,Valeria Abram,Female,Account Representative III,217-641-8431,vabramor@springer.com,Springfield,United States,US,Illinois,2035 Karstens Road,2019-04-04,0135-0525,2019-04-09,Second Class,Truck,62776,965695.64,1,0.63,jcb,3566015968963627,Okay,5,632665.68,234086.3016,234086.3,5
894,43454 High Crossing Road,Vinder,896-31-1379,23,Nissan,Frontier,Pink,2011,730347.38,37205-844,Ahmed Lodeke,Male,Computer Systems Analyst II,415-143-7910,alodekeot@state.tx.us,San Francisco,United States,US,California,004 Oriole Pass,2018-11-24,51079-300,2019-05-21,Second Class,Truck,94154,720172.78,1,0.48,diners-club-enroute,201412991282165,Very Good,178,730347.38,379780.6376,379780.64,178
895,10170 Delladonna Point,Yambee,239-95-4807,3378,Lincoln,MKX,Yellow,2009,608645.54,48951-1191,Creighton McTrustrie,Male,Legal Assistant,678-183-7466,cmctrustrieou@tuttocitta.it,Atlanta,United States,US,Georgia,5159 Larry Parkway,2019-01-06,54868-5581,2019-03-09,Standard Class,Air,30328,944403.45,1,0.7,jcb,3564971481290728,Okay,62,608645.54,182593.66200000004,182593.66,62
896,10925 Sunfield Center,Abatz,545-33-6916,9932,Buick,Century,Turquoise,1996,558958.38,0268-1046,Fey Emig,Female,Assistant Media Planner,404-468-0115,femigov@cmu.edu,Atlanta,United States,US,Georgia,14510 Caliangt Point,2018-07-31,50268-453,2019-05-02,Same Day,Truck,30380,826099.05,1,0.32,jcb,3563515996875563,Very Good,275,558958.38,380091.6984,380091.7,275
898,12 Bobwhite Trail,Camimbo,638-29-8068,8180,Subaru,Outback,Orange,2012,519768.01,59762-2310,Daron Hyatt,Female,Systems Administrator I,203-326-1264,dhyattox@accuweather.com,New Haven,United States,US,Connecticut,713 Granby Drive,2018-07-21,30142-154,2019-06-10,First Class,Air,6538,856133.66,1,0.72,jcb,3536801780168041,Good,324,519768.01,145535.04280000002,145535.04,324
899,32608 Barby Road,Pixonyx,581-55-7507,728,Hyundai,Tiburon,Purple,2003,692525.49,59450-200,Ramon Filipson,Male,Geological Engineer,515-506-7235,rfilipsonoy@techcrunch.com,Des Moines,United States,US,Iowa,1235 Mallard Plaza,2019-02-26,0135-0484,2019-06-08,Standard Class,Air,50393,748094.19,1,0.62,switch,5641826799226214,Okay,102,692525.49,263159.6862,263159.69,102
900,4938 Green Parkway,Pixoboo,694-67-9628,7012,Buick,Century,Maroon,2004,519023.55,0615-7662,Waldo Harriday,Male,Office Assistant I,530-821-7172,wharridayoz@vkontakte.ru,Sacramento,United States,US,California,63 Welch Pass,2019-02-10,0093-8232,2019-04-21,Same Day,Truck,95818,967079.99,2,0.48,jcb,3539651878586910,Okay,70,1038047.1,539784.492,539784.49,70
901,1 American Ash Court,Eabox,454-20-1364,8574,Audi,S5,Mauv,2010,722881.18,0555-0860,Guillermo Schwerin,Male,Administrative Officer,318-136-6417,gschwerinp0@about.me,Shreveport,United States,US,Louisiana,1155 Eastwood Plaza,2018-11-11,36987-2764,2019-03-19,First Class,Truck,71166,733967.37,1,0.63,visa-electron,4405975999619014,Good,128,722881.18,267466.0366,267466.04,128
902,257 Sullivan Alley,Lazz,137-42-6156,9421,Mercedes-Benz,600SEL,Aquamarine,1993,727672.88,55143-107,Florri Menear,Female,GIS Technical Architect,478-238-9669,fmenearp1@freewebs.com,Macon,United States,US,Georgia,67018 Anderson Place,2018-11-07,10544-020,2019-06-17,Standard Class,Truck,31210,956856.33,1,0.76,china-unionpay,561097740133184032,Very Good,222,727672.88,174641.4912,174641.49,222
905,4448 Reindahl Terrace,Feedbug,412-67-0231,9811,Volkswagen,Beetle,Orange,1965,769865.36,75866-306,Fergus Fransinelli,Male,Marketing Manager,915-258-8594,ffransinellip4@list-manage.com,El Paso,United States,US,Texas,51 Randy Center,2018-07-26,0591-3748,2019-06-14,Second Class,Truck,88519,778363.84,1,0.83,jcb,3574026917846953,Okay,323,769865.36,130877.11120000004,130877.11,323
906,2352 Ridgeview Junction,Yakijo,616-53-0046,7724,Chevrolet,Beretta,Teal,1995,508442.61,16590-987,Cleveland Bracchi,Male,Nuclear Power Engineer,312-529-2765,cbracchip5@odnoklassniki.ru,Chicago,United States,US,Illinois,137 Cottonwood Crossing,2018-08-13,43598-316,2019-01-24,Standard Class,Air,60614,950611.83,1,0.82,mastercard,5100144651023776,Bad,164,508442.61,91519.66980000002,91519.67,164
907,38314 4th Court,Oyoyo,492-33-7581,2751,Mitsubishi,Excel,Teal,1989,591940.06,47593-359,Merline Elgar,Female,Structural Engineer,210-744-1206,melgarp6@angelfire.com,San Antonio,United States,US,Texas,7707 Warrior Way,2018-11-20,63146-103,2019-04-19,Standard Class,Air,78225,859637.02,1,0.55,maestro,676298391360019914,Good,150,591940.06,266373.027,266373.03,150
908,329 Killdeer Parkway,Edgeblab,403-92-5398,7664,Isuzu,VehiCROSS,Purple,2001,542607.84,36987-2245,Daisi Lindroos,Female,Cost Accountant,682-508-4887,dlindroosp7@odnoklassniki.ru,Fort Worth,United States,US,Texas,871 Delladonna Court,2019-05-05,62011-0140,2019-06-08,Second Class,Truck,76192,950435.75,2,0.6,jcb,3572490708993345,Okay,34,1085215.68,434086.272,434086.27,34
909,77 Fuller Road,Dazzlesphere,164-55-2994,8042,Mercedes-Benz,SL-Class,Green,2011,520263.99,57844-115,Brianne Tudbald,Female,Senior Sales Associate,513-404-8250,btudbaldp8@businessweek.com,Cincinnati,United States,US,Ohio,42 Ridge Oak Street,2018-08-09,49884-984,2019-03-07,Second Class,Truck,45296,773110.66,1,0.46,mastercard,5243676875905922,Very Good,210,520263.99,280942.55460000003,280942.55,210
911,90 Melody Road,Devshare,565-77-8895,359,Volkswagen,Cabriolet,Goldenrod,1985,777674.47,52125-365,Shannah Chartre,Female,Help Desk Technician,916-188-5639,schartrepa@tamu.edu,Sacramento,United States,US,California,50212 Boyd Junction,2018-06-28,49349-609,2019-06-06,Standard Class,Truck,95894,736657.75,1,0.68,switch,6759223169799304497,Good,343,777674.47,248855.83039999995,248855.83,343
912,4146 Mesta Alley,Rhynyx,389-86-5501,8522,Isuzu,Trooper,Green,1998,590305.64,0603-4998,Carey Criple,Female,Web Designer III,803-129-5844,ccriplepb@vinaora.com,Columbia,United States,US,South Carolina,56 Vahlen Road,2018-11-12,68788-9107,2019-05-08,First Class,Truck,29208,978803.12,2,0.88,americanexpress,337941010513116,Bad,177,1180611.28,141673.3536,141673.35,177
913,697 Meadow Vale Crossing,Avavee,129-96-5072,9006,Dodge,Viper,Khaki,1999,644394.31,68639-0001,Jud Dominelli,Male,VP Marketing,608-835-8333,jdominellipc@youku.com,Madison,United States,US,Wisconsin,6712 Glendale Street,2019-01-09,55319-504,2019-02-13,Same Day,Air,53726,846228.77,1,0.27,visa,4041379279508,Okay,35,644394.31,470407.8463,470407.85,35
914,22 Toban Lane,Skivee,645-37-7232,2098,Mazda,Familia,Blue,1991,667125.05,0378-5504,Kalie Stockell,Female,Business Systems Development Analyst,765-392-4786,kstockellpd@deliciousdays.com,Anderson,United States,US,Indiana,57234 Fair Oaks Plaza,2019-01-19,0093-0248,2019-02-23,First Class,Air,46015,706953.42,1,0.58,visa-electron,4917739185497739,Okay,35,667125.05,280192.52100000007,280192.52,35
915,9485 Dawn Circle,Quire,381-38-3686,118,Lincoln,Continental,Red,1995,764693.06,0363-0359,Betty Cheyne,Female,Developer IV,334-800-4870,bcheynepe@cbc.ca,Montgomery,United States,US,Alabama,568 Moose Point,2018-10-16,0677-1978,2019-04-20,Standard Class,Air,36119,961367.22,1,0.37,visa,4726062821517112,Very Good,186,764693.06,481756.6278,481756.63,186
916,21 Di Loreto Avenue,Thoughtsphere,882-04-4231,9402,Cadillac,Escalade EXT,Crimson,2012,561348.68,53389-251,Anjanette Joselin,Female,Human Resources Manager,915-404-6100,ajoselinpf@weather.com,El Paso,United States,US,Texas,1802 Kinsman Avenue,2018-07-12,55154-3395,2019-02-18,Second Class,Air,79950,955091.14,2,0.54,bankcard,5602259176205212,Very Good,221,1122697.36,516440.7856,516440.79,221
918,34101 Rieder Plaza,Realblab,628-54-0917,38,Gmc,Yukon,Yellow,1996,524938.57,52959-579,Joey MacConnell,Male,Junior Executive,480-817-5338,jmacconnellph@oracle.com,Gilbert,United States,US,Arizona,487 Erie Way,2018-09-08,33261-150,2019-02-25,Second Class,Air,85297,999315.69,2,0.69,bankcard,5602218544514010,Okay,170,1049877.14,325461.9134,325461.91,170
919,10010 Brentwood Crossing,Rhyzio,326-05-8520,7937,Mitsubishi,Starion,Aquamarine,1985,779995.68,43063-392,Jillene Piotrowski,Female,Clinical Specialist,419-248-4272,jpiotrowskipi@slashdot.org,Lima,United States,US,Ohio,2053 Doe Crossing Trail,2018-11-18,48951-8025,2019-06-09,Same Day,Air,45807,747744.55,2,0.56,jcb,3569912131367800,Bad,203,1559991.36,686396.1984,686396.2,203
920,9 Alpine Court,Fadeo,432-94-2747,9925,Saab,900,Purple,1993,670666.17,55154-7566,Hinze Bonhan,Male,Environmental Specialist,915-857-6049,hbonhanpj@ucla.edu,El Paso,United States,US,Texas,03530 Pleasure Hill,2018-10-12,62011-0198,2019-03-14,Standard Class,Air,79955,902584.6,1,0.34,visa,4041373738492960,Okay,153,670666.17,442639.6722,442639.67,153
921,338 Calypso Way,Yambee,777-13-2094,9305,Ferrari,599 GTB Fiorano,Mauv,2009,502335.29,55316-426,Dylan Shotter,Male,Recruiting Manager,405-127-5273,dshotterpk@wordpress.com,Oklahoma City,United States,US,Oklahoma,866 Maryland Place,2018-12-16,57520-0111,2019-05-09,First Class,Truck,73129,886109.91,1,0.62,switch,4903668714215930,Bad,144,502335.29,190887.4102,190887.41,144
922,23 Dapin Court,Divanoodle,789-49-3600,6611,Ford,F-Series,Goldenrod,2007,544872.91,75857-0001,Wilmar Dourin,Male,Senior Developer,860-227-3949,wdourinpl@europa.eu,West Hartford,United States,US,Connecticut,9 Bartelt Way,2018-10-02,60429-131,2019-05-05,First Class,Air,6127,959098.77,1,0.58,visa-electron,4917639792422239,Okay,215,544872.91,228846.62220000004,228846.62,215
923,2116 Canary Plaza,Buzzshare,815-62-0700,3452,Infiniti,EX,Blue,2010,599404.24,0268-6701,Quentin Churchill,Male,Nuclear Power Engineer,646-507-2400,qchurchillpm@phoca.cz,Brooklyn,United States,US,New York,2 Mcbride Terrace,2018-07-21,42998-974,2019-02-05,Same Day,Air,11215,992267.51,1,0.87,diners-club-carte-blanche,30044415117425,Very Bad,199,599404.24,77922.5512,77922.55,199
925,7 Vidon Circle,Tazz,502-96-3884,5141,Pontiac,Safari,Red,1987,750395.71,46994-329,Sela Marsters,Female,Cost Accountant,845-454-6377,smarsterspo@lycos.com,White Plains,United States,US,New York,681 Green Place,2018-09-08,0591-2467,2019-04-30,Same Day,Truck,10606,788082.02,1,0.32,visa-electron,4405990988511874,Bad,234,750395.71,510269.0827999999,510269.08,234
